reference	ref_length	mean_coverage	std_coverage	pct_covered
kraken:taxid|2977349	17186	0.02	0.44	0.16
kraken:taxid|2977783	15769	0.01	0.21	0.17
kraken:taxid|2978449	15495	0.07	1.67	0.17
kraken:taxid|2980473	16375	0.01	0.12	0.23
kraken:taxid|29808	469769	0.07	5.55	0.15
kraken:taxid|2980995	17368	0.01	0.16	0.16
kraken:taxid|298172	18035	0.00	0.04	0.16
kraken:taxid|2981998	15282	0.00	0.09	0.18
kraken:taxid|2982312	16045	0.02	0.34	0.60
kraken:taxid|2982585	14896	0.00	0.04	0.17
kraken:taxid|2982681	15787	0.03	0.73	0.16
kraken:taxid|2982683	15454	0.60	14.36	0.17
kraken:taxid|29833	18844	0.00	0.08	0.15
kraken:taxid|2983421	15247	0.03	0.71	0.20
kraken:taxid|2983422	15376	0.15	3.54	0.24
kraken:taxid|2983428	15412	0.01	0.21	0.18
kraken:taxid|2983999	16571	0.01	0.19	0.34
kraken:taxid|2984018	16576	0.02	0.37	0.27
kraken:taxid|2984023	14859	0.00	0.08	0.17
kraken:taxid|2984125	14965	0.13	3.06	0.18
kraken:taxid|2984126	14997	0.00	0.04	0.14
kraken:taxid|2984367	15387	0.06	1.32	0.42
kraken:taxid|2984368	16437	0.00	0.09	0.18
kraken:taxid|29852	71638	0.03	0.51	0.63
kraken:taxid|29855	69895	0.07	1.12	1.20
kraken:taxid|29856	40921	0.01	0.33	0.28
kraken:taxid|2986	41035	0.15	2.91	0.79
kraken:taxid|2987625	15720	0.01	0.29	0.18
kraken:taxid|29883	95304	0.08	2.25	0.39
kraken:taxid|298831	16807	0.34	7.10	0.39
kraken:taxid|29884	119803	0.01	0.12	0.49
kraken:taxid|29892	40681	0.01	0.24	0.40
kraken:taxid|2989845	15730	0.01	0.14	0.38
kraken:taxid|29908	27125	0.02	0.25	1.32
kraken:taxid|29910	25328	0.02	0.51	0.49
kraken:taxid|2991874	15268	0.00	0.09	0.19
kraken:taxid|2992010	15177	0.01	0.12	0.34
kraken:taxid|2992775	16855	0.01	0.20	0.17
kraken:taxid|2992776	18290	0.00	0.04	0.14
kraken:taxid|2992820	15847	0.01	0.15	0.35
kraken:taxid|2992824	15782	0.00	0.04	0.18
kraken:taxid|2992825	15822	0.00	0.08	0.16
kraken:taxid|2992948	15587	0.75	16.70	0.55
kraken:taxid|299325	16619	0.00	0.09	0.20
kraken:taxid|2993326	16333	0.01	0.18	0.32
kraken:taxid|2993327	16058	0.00	0.04	0.19
kraken:taxid|2993453	17972	0.01	0.13	0.96
kraken:taxid|2993552	16148	0.00	0.04	0.17
kraken:taxid|2993811	16705	0.00	0.04	0.17
kraken:taxid|299392	45343	0.00	0.02	0.06
kraken:taxid|2993987	15128	0.00	0.04	0.18
kraken:taxid|2995194	16771	0.01	0.22	0.20
kraken:taxid|299549	16565	0.00	0.04	0.18
kraken:taxid|2996722	17079	0.13	3.05	0.17
kraken:taxid|2996732	15053	0.00	0.04	0.18
kraken:taxid|3000260	16683	0.00	0.04	0.17
kraken:taxid|3002416	16606	0.00	0.09	0.19
kraken:taxid|3002513	16661	0.00	0.10	0.25
kraken:taxid|3003636	15594	0.00	0.04	0.17
kraken:taxid|3003724	16510	0.01	0.16	0.16
kraken:taxid|3003843	17300	0.00	0.04	0.20
kraken:taxid|3004147	16602	0.00	0.05	0.20
kraken:taxid|30042	15970	0.01	0.20	0.16
kraken:taxid|3004220	586503	0.00	0.06	0.09
kraken:taxid|3004264	14953	0.02	0.30	0.35
kraken:taxid|3004265	16194	0.05	1.27	0.36
kraken:taxid|30043	19681	0.09	1.94	0.49
kraken:taxid|300813	16345	0.03	0.72	0.16
kraken:taxid|30085	17747	0.01	0.23	0.15
kraken:taxid|30099	15723	0.00	0.04	0.17
kraken:taxid|301146	17011	0.00	0.08	0.17
kraken:taxid|301336	105001	0.01	0.43	0.17
kraken:taxid|301367	52527	0.00	0.14	0.11
kraken:taxid|301368	55476	0.00	0.05	0.05
kraken:taxid|301477	73992	0.17	6.68	0.97
kraken:taxid|3015513	16611	0.00	0.09	0.19
kraken:taxid|3015558	15569	0.01	0.13	0.18
kraken:taxid|3016857	15107	0.02	0.31	0.42
kraken:taxid|3018683	16480	0.15	2.80	0.36
kraken:taxid|3018785	16087	0.01	0.17	0.17
kraken:taxid|3019671	16840	0.01	0.12	0.21
kraken:taxid|3019673	15970	0.00	0.04	0.16
kraken:taxid|3019674	16728	0.35	7.14	0.36
kraken:taxid|302046	16720	0.00	0.09	0.19
kraken:taxid|302094	17551	0.02	0.49	0.18
kraken:taxid|3021815	15618	0.01	0.23	0.21
kraken:taxid|3021816	15253	0.01	0.30	0.28
kraken:taxid|3021818	15479	0.01	0.17	0.22
kraken:taxid|3023024	18990	0.00	0.04	0.15
kraken:taxid|3023801	15233	0.00	0.09	0.19
kraken:taxid|3024791	25174	0.12	2.93	0.35
kraken:taxid|3025369	15221	0.01	0.17	0.17
kraken:taxid|3025504	15338	0.03	0.74	0.20
kraken:taxid|3025506	15333	0.00	0.08	0.18
kraken:taxid|3025998	16115	0.00	0.07	0.47
kraken:taxid|3026508	15907	0.00	0.05	0.21
kraken:taxid|3027144	16261	0.00	0.08	0.16
kraken:taxid|3027488	16572	0.01	0.17	0.18
kraken:taxid|3028028	33039	0.04	0.49	0.85
kraken:taxid|3028462	18197	0.00	0.04	0.16
kraken:taxid|30301	14928	0.15	3.54	0.17
kraken:taxid|303235	16709	0.01	0.13	0.45
kraken:taxid|3032574	16850	0.00	0.08	0.16
kraken:taxid|303402	38452	0.01	0.19	0.16
kraken:taxid|303403	49250	0.00	0.02	0.06
kraken:taxid|3035246	15942	0.00	0.07	0.13
kraken:taxid|3035248	15859	0.00	0.04	0.13
kraken:taxid|3035250	15661	0.23	5.25	0.23
kraken:taxid|3035251	15597	0.02	0.33	0.28
kraken:taxid|3037028	16178	0.06	1.35	0.33
kraken:taxid|3037680	15665	0.01	0.33	0.33
kraken:taxid|3038120	16003	118.96	2112.97	0.68
kraken:taxid|3038122	15491	0.00	0.05	0.27
kraken:taxid|30388	16766	0.17	3.28	0.38
kraken:taxid|30390	18703	0.02	0.16	1.31
kraken:taxid|303930	16399	0.01	0.17	0.17
kraken:taxid|303946	16692	0.00	0.09	0.20
kraken:taxid|30397	18674	0.00	0.05	0.24
kraken:taxid|30403	16710	0.01	0.19	0.45
kraken:taxid|3040460	16562	0.00	0.04	0.19
kraken:taxid|3040648	15632	0.00	0.08	0.18
kraken:taxid|3040697	13145	0.00	0.04	0.20
kraken:taxid|3041292	16086	0.06	1.47	0.19
kraken:taxid|30425	16779	0.01	0.17	0.37
kraken:taxid|30427	16822	0.01	0.13	0.45
kraken:taxid|304287	16561	0.26	6.27	0.18
kraken:taxid|304445	109400	0.00	0.03	0.02
kraken:taxid|304461	13780	0.01	0.13	0.19
kraken:taxid|3045418	15013	0.04	0.68	0.37
kraken:taxid|3045420	14716	0.45	9.49	0.42
kraken:taxid|3045428	15557	0.11	2.30	0.41
kraken:taxid|3045898	15411	0.03	0.67	0.18
kraken:taxid|3045903	15375	0.00	0.09	0.19
kraken:taxid|3045904	14915	0.00	0.04	0.18
kraken:taxid|304640	16739	0.02	0.34	0.37
kraken:taxid|304671	16811	0.01	0.11	0.49
kraken:taxid|3047594	15248	0.00	0.04	0.14
kraken:taxid|3050174	15011	0.00	0.04	0.17
kraken:taxid|3050175	16690	0.00	0.12	0.16
kraken:taxid|3051022	17871	0.01	0.27	0.15
kraken:taxid|3051302	13744	0.01	0.14	0.22
kraken:taxid|3051952	17637	0.09	2.15	0.30
kraken:taxid|3053535	17540	0.00	0.04	0.17
kraken:taxid|305400	89084	0.00	0.05	0.15
kraken:taxid|3054418	15450	0.00	0.04	0.17
kraken:taxid|3054878	15457	0.00	0.04	0.17
kraken:taxid|3055	15758	0.00	0.04	0.18
kraken:taxid|3055801	18263	0.01	0.21	0.18
kraken:taxid|3056834	15899	0.00	0.04	0.14
kraken:taxid|3057150	15494	13.26	287.81	0.29
kraken:taxid|3057151	15338	0.21	4.74	0.28
kraken:taxid|3058151	15498	0.00	0.05	0.27
kraken:taxid|3058154	17574	0.01	0.15	0.15
kraken:taxid|3058155	16191	0.00	0.09	0.32
kraken:taxid|3058160	15485	0.02	0.43	0.19
kraken:taxid|30586	16501	0.02	0.26	0.75
kraken:taxid|30588	16872	33.37	337.49	1.67
kraken:taxid|305967	14188	0.02	0.41	0.20
kraken:taxid|306035	15640	0.17	3.84	0.24
kraken:taxid|30608	17114	0.01	0.11	0.32
kraken:taxid|3061097	16420	0.01	0.23	0.23
kraken:taxid|3061172	16616	0.02	0.24	0.51
kraken:taxid|306322	15858	0.00	0.08	0.16
kraken:taxid|3064204	17160	0.01	0.12	0.17
kraken:taxid|3064205	15839	0.00	0.12	0.16
kraken:taxid|3064207	16821	0.00	0.04	0.15
kraken:taxid|3065209	15045	0.05	1.20	0.38
kraken:taxid|3065215	15747	0.53	7.74	0.59
kraken:taxid|3065217	16598	0.00	0.05	0.24
kraken:taxid|3068300	14235	0.01	0.10	0.27
kraken:taxid|3068913	15086	3.49	76.81	0.25
kraken:taxid|3068914	17643	0.03	0.81	0.15
kraken:taxid|3070662	376287	0.00	0.04	0.03
kraken:taxid|3072306	16395	0.00	0.07	0.18
kraken:taxid|3074309	17356	0.00	0.04	0.15
kraken:taxid|3075	57274	0.00	0.07	0.06
kraken:taxid|3076	52528	0.06	1.22	0.32
kraken:taxid|3077	87477	0.07	3.14	0.15
kraken:taxid|3078205	15421	0.01	0.12	0.20
kraken:taxid|30790	16431	0.00	0.05	0.21
kraken:taxid|307944	16572	0.01	0.24	0.16
kraken:taxid|307970	16593	0.00	0.09	0.22
kraken:taxid|3079919	15411	0.01	0.30	0.36
kraken:taxid|308060	16972	0.01	0.13	0.20
kraken:taxid|308077	16547	0.01	0.13	0.20
kraken:taxid|3080980	15605	0.01	0.34	0.24
kraken:taxid|3081096	15805	0.00	0.06	0.37
kraken:taxid|3081099	15186	0.00	0.08	0.31
kraken:taxid|3081102	16207	0.94	21.98	0.65
kraken:taxid|3081104	16044	0.00	0.11	0.13
kraken:taxid|3081105	15871	0.00	0.08	0.16
kraken:taxid|3081115	16139	0.00	0.08	0.18
kraken:taxid|3081117	15951	0.29	4.44	1.11
kraken:taxid|3081121	16287	0.11	1.86	0.55
kraken:taxid|3081123	15896	0.83	19.02	0.19
kraken:taxid|3081681	15751	0.00	0.04	0.17
kraken:taxid|3081970	14695	0.00	0.04	0.18
kraken:taxid|3082044	15673	0.01	0.12	0.17
kraken:taxid|308564	16797	0.01	0.31	0.19
kraken:taxid|3088	42781	0.00	0.03	0.08
kraken:taxid|3091002	14755	0.00	0.04	0.18
kraken:taxid|3095015	16876	0.03	0.62	0.17
kraken:taxid|3095170	16236	0.01	0.25	0.18
kraken:taxid|3095931	15389	13.29	305.66	0.31
kraken:taxid|3095932	15341	0.00	0.04	0.17
kraken:taxid|3095940	15215	0.04	0.94	0.25
kraken:taxid|309737	38419	0.00	0.03	0.07
kraken:taxid|3099	38021	0.01	0.22	0.10
kraken:taxid|310261	16480	0.21	0.97	7.20
kraken:taxid|310352	16536	0.01	0.17	0.19
kraken:taxid|3103804	15962	0.06	1.30	0.19
kraken:taxid|3105842	16810	0.00	0.04	0.15
kraken:taxid|3106009	14306	0.01	0.17	0.18
kraken:taxid|310659	21020	0.00	0.08	0.17
kraken:taxid|3108262	15267	0.00	0.04	0.14
kraken:taxid|311011	15187	0.01	0.25	0.17
kraken:taxid|311046	15272	0.00	0.04	0.20
kraken:taxid|311049	15246	0.00	0.05	0.22
kraken:taxid|311074	15305	0.00	0.04	0.18
kraken:taxid|3111	55328	0.04	0.78	0.38
kraken:taxid|3111112	15160	0.04	0.73	0.42
kraken:taxid|311198	19567	0.00	0.04	0.15
kraken:taxid|311206	15962	0.00	0.04	0.18
kraken:taxid|3112131	16173	0.00	0.04	0.17
kraken:taxid|3112133	15651	0.01	0.33	0.17
kraken:taxid|3112135	15488	1.16	24.50	0.48
kraken:taxid|3112139	15308	5.12	118.43	0.27
kraken:taxid|3112140	15260	1.69	39.39	0.54
kraken:taxid|3112168	15272	0.00	0.04	0.18
kraken:taxid|3112899	16812	0.00	0.04	0.17
kraken:taxid|3112911	16853	0.01	0.20	0.44
kraken:taxid|311356	16669	0.36	8.79	0.23
kraken:taxid|31167	10487	0.17	2.98	0.62
kraken:taxid|3118448	17092	0.00	0.04	0.16
kraken:taxid|3118775	15532	0.01	0.16	0.38
kraken:taxid|3118776	15017	0.00	0.04	0.14
kraken:taxid|31188	15744	0.00	0.04	0.20
kraken:taxid|31199	16221	3.88	85.31	1.05
kraken:taxid|312124	16883	0.24	3.33	1.37
kraken:taxid|312347	16429	0.01	0.30	0.19
kraken:taxid|31241	13675	0.06	1.00	0.31
kraken:taxid|3125	242024	0.01	0.34	0.15
kraken:taxid|3126097	15437	0.02	0.47	0.34
kraken:taxid|312850	69997	0.04	0.97	0.36
kraken:taxid|312888	15410	0.00	0.04	0.18
kraken:taxid|31302	44840	0.01	0.44	0.06
kraken:taxid|31312	45223	0.20	3.95	1.16
kraken:taxid|3133	45971	0.19	2.98	0.81
kraken:taxid|3134086	15841	0.00	0.04	0.17
kraken:taxid|31347	35668	0.00	0.03	0.08
kraken:taxid|31354	26807	0.00	0.06	0.10
kraken:taxid|31363	33492	0.00	0.03	0.08
kraken:taxid|3140254	193195	0.04	1.64	0.22
kraken:taxid|3142258	323370	0.00	0.09	0.04
kraken:taxid|31436	25906	0.00	0.04	0.19
kraken:taxid|3144	201763	0.22	9.47	0.56
kraken:taxid|3148947	17767	0.01	0.15	0.15
kraken:taxid|3149554	16817	0.02	0.23	0.85
kraken:taxid|3149570	16811	0.02	0.39	0.35
kraken:taxid|3149712	17207	0.01	0.29	0.17
kraken:taxid|3149827	16799	0.00	0.04	0.18
kraken:taxid|31502	26166	0.01	0.32	0.10
kraken:taxid|3150485	17011	0.00	0.08	0.21
kraken:taxid|3150618	18012	0.00	0.08	0.14
kraken:taxid|3150713	16950	0.01	0.10	0.40
kraken:taxid|3150716	16955	0.00	0.09	0.18
kraken:taxid|3150717	16966	0.16	3.70	0.34
kraken:taxid|3150944	16688	0.00	0.09	0.19
kraken:taxid|3151031	17814	0.15	3.58	0.31
kraken:taxid|3151062	16821	0.00	0.04	0.18
kraken:taxid|3151107	65940	0.01	0.14	0.39
kraken:taxid|315943	38888	0.03	0.35	1.31
kraken:taxid|316104	16854	0.00	0.04	0.17
kraken:taxid|316189	15593	0.11	2.25	0.38
kraken:taxid|316209	17046	0.03	0.48	0.57
kraken:taxid|316222	15715	0.00	0.12	0.17
kraken:taxid|316224	17414	0.00	0.08	0.16
kraken:taxid|3163629	107774	0.00	0.08	0.03
kraken:taxid|316366	16506	0.00	0.04	0.16
kraken:taxid|317100	24970	0.08	2.32	0.13
kraken:taxid|317102	24916	0.10	2.68	0.14
kraken:taxid|317132	18039	0.00	0.08	0.16
kraken:taxid|317135	18116	0.19	4.85	0.30
kraken:taxid|317137	17997	0.00	0.04	0.17
kraken:taxid|317513	15777	0.02	0.33	0.33
kraken:taxid|318479	14628	0.01	0.10	0.40
kraken:taxid|318703	15839	0.00	0.12	0.16
kraken:taxid|318829	34865	0.02	0.24	1.20
kraken:taxid|3190	78958	0.00	0.11	0.17
kraken:taxid|319061	38803	0.08	1.31	1.39
kraken:taxid|31908	16798	0.17	2.54	1.06
kraken:taxid|319627	79798	2.26	16.62	11.14
kraken:taxid|319761	15593	0.04	0.90	0.21
kraken:taxid|320243	15178	0.00	0.04	0.18
kraken:taxid|320569	17112	0.08	1.38	0.38
kraken:taxid|320617	16888	0.00	0.04	0.17
kraken:taxid|320637	16665	0.00	0.09	0.22
kraken:taxid|321084	17473	0.00	0.08	0.16
kraken:taxid|3213	114831	0.01	0.15	0.13
kraken:taxid|321363	1009263	0.01	0.73	0.07
kraken:taxid|321387	13422	0.00	0.09	0.21
kraken:taxid|321389	13913	0.01	0.13	0.19
kraken:taxid|321398	17187	0.75	9.71	2.75
kraken:taxid|321403	19801	0.24	6.00	0.16
kraken:taxid|321550	601574	0.00	0.05	0.07
kraken:taxid|321614	49761	0.31	3.41	6.31
kraken:taxid|3218	105340	0.00	0.21	0.12
kraken:taxid|322115	16588	0.00	0.05	0.20
kraken:taxid|32256	458738	0.02	1.98	0.37
kraken:taxid|322584	16799	0.00	0.04	0.17
kraken:taxid|3230820	16590	0.00	0.05	0.23
kraken:taxid|3234	228048	0.00	0.16	0.10
kraken:taxid|323804	16562	0.00	0.06	0.42
kraken:taxid|3240	364070	72.65	5072.12	0.32
kraken:taxid|32408	17212	0.00	0.08	0.27
kraken:taxid|324593	320439	0.00	0.02	0.02
kraken:taxid|3246695	16908	0.00	0.08	0.21
kraken:taxid|325335	17355	0.02	0.28	0.97
kraken:taxid|325343	17379	0.01	0.13	0.83
kraken:taxid|325452	37467	0.00	0.10	0.11
kraken:taxid|326628	133782	0.05	0.96	0.72
kraken:taxid|326768	1166331	0.01	0.22	0.18
kraken:taxid|326968	365190	0.00	0.03	0.05
kraken:taxid|328652	15318	0.00	0.04	0.18
kraken:taxid|329348	15616	0.00	0.09	0.19
kraken:taxid|3298910	14985	0.22	5.09	0.41
kraken:taxid|330458	15395	0.01	0.10	0.92
kraken:taxid|3311	346544	0.00	0.17	0.06
kraken:taxid|33125	287054	0.00	0.02	0.02
kraken:taxid|33158	42419	0.09	1.32	1.36
kraken:taxid|33203	23495	0.02	0.25	0.81
kraken:taxid|332336	783161	0.02	0.85	0.30
kraken:taxid|332521	15475	0.13	3.19	0.25
kraken:taxid|332947	52245	0.02	0.47	0.45
kraken:taxid|3341436	16619	0.00	0.08	0.16
kraken:taxid|334426	13585	0.00	0.09	0.21
kraken:taxid|334618	13896	0.01	0.14	0.30
kraken:taxid|334891	16561	0.02	0.43	0.19
kraken:taxid|334920	15694	0.00	0.05	0.21
kraken:taxid|334942	16495	0.00	0.04	0.16
kraken:taxid|3352	1191054	0.01	0.56	0.05
kraken:taxid|3352556	16606	0.00	0.09	0.22
kraken:taxid|335471	15258	0.02	0.40	0.29
kraken:taxid|335548	16896	0.26	2.80	2.31
kraken:taxid|33556	16421	0.02	0.56	0.16
kraken:taxid|335776	17432	0.00	0.04	0.15
kraken:taxid|33584	16925	0.01	0.17	0.19
kraken:taxid|335852	48975	0.13	1.34	2.13
kraken:taxid|33598	16933	0.01	0.14	0.67
kraken:taxid|33601	17007	0.00	0.05	0.25
kraken:taxid|33612	19285	0.00	0.05	0.22
kraken:taxid|33614	19329	0.00	0.06	0.31
kraken:taxid|3363571	16492	0.00	0.04	0.16
kraken:taxid|3363650	17857	0.10	2.37	0.35
kraken:taxid|33653	43159	0.25	4.75	1.15
kraken:taxid|336955	1325814	0.00	0.58	0.03
kraken:taxid|3370180	16666	0.00	0.04	0.19
kraken:taxid|337075	191189	0.02	0.80	0.22
kraken:taxid|3370983	16362	0.00	0.08	0.16
kraken:taxid|3371009	16816	0.00	0.09	0.22
kraken:taxid|337173	16960	0.00	0.09	0.18
kraken:taxid|337178	16821	0.06	0.85	0.51
kraken:taxid|3372812	17035	0.07	0.65	1.47
kraken:taxid|337582	16236	0.01	0.14	0.52
kraken:taxid|3377	978846	0.27	46.03	0.08
kraken:taxid|3381234	15614	0.00	0.08	0.17
kraken:taxid|3381247	15545	0.01	0.16	0.19
kraken:taxid|3381279	15997	0.01	0.18	0.20
kraken:taxid|338184	1156235	0.00	0.14	0.08
kraken:taxid|339843	15499	0.01	0.16	0.17
kraken:taxid|340180	16364	0.00	0.06	0.34
kraken:taxid|3403	865191	0.00	0.03	0.03
kraken:taxid|340433	25086	0.00	0.07	0.12
kraken:taxid|340915	63821	0.02	0.32	0.86
kraken:taxid|341076	14088	0.01	0.11	1.33
kraken:taxid|341250	16751	0.00	0.04	0.17
kraken:taxid|3415	553721	0.00	0.14	0.05
kraken:taxid|342690	18002	0.00	0.07	0.23
kraken:taxid|34273	644395	0.00	0.04	0.00
kraken:taxid|34281	644460	0.00	0.02	0.00
kraken:taxid|34285	666081	0.01	0.85	0.01
kraken:taxid|34316	463134	0.00	0.11	0.01
kraken:taxid|343530	50942	0.01	0.17	0.12
kraken:taxid|343691	15698	0.01	0.16	0.18
kraken:taxid|34386	24260	0.03	0.25	1.58
kraken:taxid|34388	24316	0.01	0.15	0.83
kraken:taxid|34391	30910	2.60	19.08	6.88
kraken:taxid|343929	16827	0.00	0.07	0.46
kraken:taxid|3444253	16132	0.00	0.04	0.17
kraken:taxid|34466	73416	0.00	0.08	0.05
kraken:taxid|344871	211002	0.00	0.03	0.03
kraken:taxid|34506	16609	0.04	0.71	0.64
kraken:taxid|34508	13925	0.01	0.12	0.23
kraken:taxid|345573	16134	0.01	0.16	0.19
kraken:taxid|34570	16631	0.00	0.04	0.16
kraken:taxid|345728	16908	0.00	0.04	0.20
kraken:taxid|34573	15693	0.04	1.01	0.18
kraken:taxid|34575	16132	0.03	0.68	0.16
kraken:taxid|34576	16258	0.05	0.79	0.41
kraken:taxid|34590	16143	0.00	0.05	0.22
kraken:taxid|34603	14426	0.01	0.17	0.18
kraken:taxid|34609	14801	0.00	0.04	0.18
kraken:taxid|34615	14539	0.00	0.04	0.18
kraken:taxid|347277	16844	0.00	0.04	0.17
kraken:taxid|347436	15387	0.01	0.30	0.18
kraken:taxid|34758	11423	0.00	0.05	0.24
kraken:taxid|34799	16583	0.00	0.05	0.23
kraken:taxid|348150	16632	0.00	0.04	0.18
kraken:taxid|3483	415602	0.00	0.03	0.03
kraken:taxid|3486	400022	0.00	0.01	0.02
kraken:taxid|348688	20319	0.01	0.39	0.13
kraken:taxid|3494	480902	0.01	0.12	0.27
kraken:taxid|34956	17193	0.38	7.53	0.34
kraken:taxid|350889	14738	0.49	10.34	0.38
kraken:taxid|35107	39845	0.01	0.13	0.31
kraken:taxid|351200	18482	0.02	0.50	0.29
kraken:taxid|35122	37326	0.00	0.10	0.10
kraken:taxid|351429	15164	0.00	0.08	0.18
kraken:taxid|351432	15178	0.00	0.04	0.19
kraken:taxid|35153	58206	0.00	0.03	0.07
kraken:taxid|351593	175523	0.00	0.03	0.04
kraken:taxid|352469	16778	0.24	4.99	0.24
kraken:taxid|3538	267334	0.00	0.02	0.01
kraken:taxid|354353	190834	23.29	1694.36	0.38
kraken:taxid|3544	1005707	0.00	0.01	0.01
kraken:taxid|35525	14948	0.00	0.08	0.18
kraken:taxid|355587	17544	0.00	0.12	0.17
kraken:taxid|3562	329613	0.00	0.04	0.06
kraken:taxid|35629	33343	0.00	0.03	0.08
kraken:taxid|356393	18145	0.00	0.04	0.14
kraken:taxid|356490	25683	0.00	0.03	0.12
kraken:taxid|35677	39376	0.01	0.16	0.16
kraken:taxid|357169	17016	0.00	0.08	0.18
kraken:taxid|35717	88744	0.00	0.03	0.07
kraken:taxid|357170	16988	0.00	0.04	0.17
kraken:taxid|35722	83361	0.00	0.07	0.03
kraken:taxid|35725	101198	0.58	10.28	3.82
kraken:taxid|357446	102548	0.07	3.93	0.03
kraken:taxid|357531	16590	0.00	0.04	0.20
kraken:taxid|357699	16801	0.23	5.08	0.37
kraken:taxid|357738	16761	0.02	0.39	0.18
kraken:taxid|35869	216190	0.05	2.32	0.11
kraken:taxid|35883	265768	0.01	0.18	0.32
kraken:taxid|35924	181688	0.00	0.01	0.02
kraken:taxid|35925	421308	0.00	0.03	0.02
kraken:taxid|3597	515187	0.00	0.11	0.07
kraken:taxid|35974	351043	0.00	0.13	0.07
kraken:taxid|36015	43128	0.04	0.61	0.78
kraken:taxid|360224	17033	1.21	11.59	3.67
kraken:taxid|36035	66725	0.01	0.43	0.22
kraken:taxid|36038	48471	0.01	0.31	0.11
kraken:taxid|36044	188623	0.43	30.96	0.23
kraken:taxid|360509	16523	0.00	0.04	0.20
kraken:taxid|360615	15875	0.00	0.12	0.16
kraken:taxid|36066	58656	0.00	0.04	0.20
kraken:taxid|36075	86451	0.01	0.15	0.26
kraken:taxid|361072	57820	0.01	0.22	0.33
kraken:taxid|361561	294911	0.00	0.04	0.05
kraken:taxid|36166	15599	0.00	0.07	0.13
kraken:taxid|36194	17364	0.02	0.20	0.68
kraken:taxid|362235	102701	0.00	0.13	0.03
kraken:taxid|36241	17795	0.20	5.31	0.15
kraken:taxid|36245	17383	0.01	0.29	0.23
kraken:taxid|3625	939973	0.00	0.03	0.01
kraken:taxid|36250	16798	0.01	0.09	0.40
kraken:taxid|36255	16807	0.00	0.04	0.15
kraken:taxid|36273	16881	0.00	0.04	0.18
kraken:taxid|362788	566589	0.00	0.02	0.02
kraken:taxid|36279	16761	0.00	0.09	0.20
kraken:taxid|36305	18708	0.16	4.03	0.19
kraken:taxid|3634	677434	0.00	0.01	0.00
kraken:taxid|3635	668584	0.00	0.01	0.01
kraken:taxid|3641	543794	0.00	0.12	0.20
kraken:taxid|364273	15429	0.14	3.53	0.17
kraken:taxid|364576	17827	0.00	0.04	0.19
kraken:taxid|3649	476890	0.04	3.89	0.37
kraken:taxid|365009	84088	0.12	1.62	2.50
kraken:taxid|365029	16394	0.00	0.04	0.17
kraken:taxid|365052	16686	0.02	0.37	0.22
kraken:taxid|3654	379236	0.01	0.15	0.43
kraken:taxid|3659	1555935	0.02	0.25	0.53
kraken:taxid|36596	510346	0.00	0.11	0.04
kraken:taxid|3663	982833	0.02	0.41	0.76
kraken:taxid|36642	28689	0.09	0.88	4.26
kraken:taxid|36643	38085	2.68	14.36	14.19
kraken:taxid|366454	18645	0.05	0.37	2.81
kraken:taxid|366500	16345	0.03	0.81	0.18
kraken:taxid|36651	28978	0.25	1.97	5.85
kraken:taxid|36659	65668	0.56	26.46	0.29
kraken:taxid|36673	15897	0.02	0.45	0.21
kraken:taxid|3668	357547	0.01	0.11	0.33
kraken:taxid|366904	16611	0.00	0.08	0.16
kraken:taxid|366934	18606	0.00	0.04	0.14
kraken:taxid|366939	16775	0.00	0.04	0.17
kraken:taxid|367110	64840	0.13	1.93	1.76
kraken:taxid|3673	331440	0.00	0.19	0.13
kraken:taxid|367368	16761	0.02	0.20	0.80
kraken:taxid|367950	16843	0.03	0.50	0.64
kraken:taxid|36881	73520	0.03	1.29	0.25
kraken:taxid|368935	18232	0.10	2.44	0.16
kraken:taxid|368939	18432	1.28	33.29	0.15
kraken:taxid|36894	43294	0.02	0.30	0.43
kraken:taxid|369263	53793	0.04	0.62	0.81
kraken:taxid|369451	15257	0.00	0.08	0.17
kraken:taxid|369484	16861	0.01	0.09	0.34
kraken:taxid|369605	17019	5.42	29.32	11.32
kraken:taxid|369630	16825	0.04	0.87	0.37
kraken:taxid|369631	16579	0.00	0.04	0.16
kraken:taxid|369646	16596	0.00	0.05	0.22
kraken:taxid|369672	16602	0.01	0.24	0.23
kraken:taxid|369908	15739	0.07	1.71	0.17
kraken:taxid|37040	17573	0.01	0.17	0.31
kraken:taxid|37042	16788	0.01	0.26	0.30
kraken:taxid|370423	15953	0.02	0.26	0.34
kraken:taxid|37046	19042	0.03	0.36	0.95
kraken:taxid|37057	17288	0.00	0.08	0.17
kraken:taxid|370592	16677	0.00	0.12	0.16
kraken:taxid|37064	16414	0.00	0.05	0.21
kraken:taxid|370642	14508	0.01	0.17	0.19
kraken:taxid|3707	219766	0.02	1.60	0.07
kraken:taxid|37079	17077	0.01	0.16	0.80
kraken:taxid|37081	16546	0.00	0.06	0.42
kraken:taxid|37083	17611	0.09	1.08	0.83
kraken:taxid|3710	232407	0.02	1.65	0.05
kraken:taxid|371061	44135	0.08	1.53	0.90
kraken:taxid|3711	219736	0.02	1.58	0.35
kraken:taxid|3712	360271	0.02	1.80	0.07
kraken:taxid|37174	16463	0.01	0.13	0.39
kraken:taxid|37185	16505	0.32	6.97	0.21
