rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
VYXB01000456.1	1	8949	4	200	2.23489	0.0223489	40	3.25
VYXB01000457.1	1	556306	6926	162092	29.1372	0.819615	39.4	18.5
VYXB01000458.1	1	1070	4	132	12.3364	0.228037	39.8	8.5
VYXB01000459.1	1	54401	352	10614	19.5107	0.403522	39.2	16.4
VYXB01000460.1	1	454	1	43	9.47137	0.0947137	40	12
VYXB01000461.1	1	245997	2181	66617	27.0804	0.619938	39.5	21.6
VYXB01000462.1	1	123231	1959	30758	24.9596	0.846151	38.8	10.5
VYXB01000463.1	1	411264	8967	126565	30.7746	1.36366	36.7	13.6
VYXB01000464.1	1	310126	2389	70560	22.752	0.521769	39.5	17.5
VYXB01000465.1	1	852	8	174	20.4225	0.600939	39.5	5.88
VYXB01000467.1	1	3248	21	754	23.2143	0.533251	38.6	27.4
VYXB01000468.1	1	620	1	58	9.35484	0.0935484	39.4	5
VYXB01000469.1	1	7626	45	1193	15.6438	0.296879	38.4	15.9
VYXB01000470.1	1	579	1	81	13.9896	0.139896	37.8	54
VYXB01000472.1	1	535	3	83	15.514	0.239252	39.9	1.67
VYXB01000473.1	1	21705	99	3149	14.5082	0.290993	39.6	11.3
VYXB01000474.1	1	716	1	84	11.7318	0.117318	39.6	60
VYXB01000475.1	1	932	2	70	7.51073	0.150215	39.8	17
VYXB01000476.1	1	3374	17	297	8.80261	0.240368	39.7	0.706
VYXB01000477.1	1	814473	9698	222383	27.3039	0.78848	39.3	17.6
VYXB01000478.1	1	1237	334	682	55.1334	17.5457	39.6	5.16
VYXB01000479.1	1	4564	43	1371	30.0394	0.62993	39.5	20.5
VYXB01000480.1	1	944	4	123	13.0297	0.291314	40	45.5
VYXB01000481.1	1	4588	70	777	16.9355	0.71905	39.2	16
VYXB01000482.1	1	512	2	85	16.6016	0.275391	39.2	4.5
VYXB01000483.1	1	243431	20590	85190	34.9955	6.11996	39.4	8.61
VYXB01000485.1	1	2992	22	500	16.7112	0.440842	39.5	2.59
VYXB01000486.1	1	828	1	50	6.03865	0.0603865	40	12
VYXB01000487.1	1	391	35	108	27.6215	5.07417	39.8	15.3
VYXB01000488.1	1	5750	102	1990	34.6087	1.08765	39.5	20
VYXB01000491.1	1	3261	22	738	22.6311	0.4931	39.6	21
VYXB01000492.1	1	2246	137	567	25.2449	3.80543	39.5	3.87
VYXB01000494.1	1	420	6	73	17.381	0.585714	38.8	8.67
VYXB01000495.1	1	420	1	47	11.1905	0.111905	39.3	2
VYXB01000496.1	1	536	1	34	6.34328	0.0634328	40	11
VYXB01000497.1	1	4713	18	546	11.585	0.227244	38.8	22.2
VYXB01000501.1	1	1184	12	259	21.875	0.5	39.7	11
VYXB01000504.1	1	484	2	73	15.0826	0.301653	39.9	12
VYXB01000506.1	1	5747	1	60	1.04402	0.0104402	40	1
VYXB01000507.1	1	2330	6	136	5.83691	0.155794	39.9	7.67
VYXB01000508.1	1	622	1	47	7.55627	0.0755627	40	10
VYXB01000509.1	1	424962	4075	96868	22.7945	0.643653	39.3	14.8
VYXB01000511.1	1	2554	6	204	7.98747	0.154268	39.1	0
VYXB01000512.1	1	1180	6	191	16.1864	0.297458	39.8	3
VYXB01000513.1	1	1444	2	67	4.63989	0.0927978	40	29
VYXB01000515.1	1	540	1	68	12.5926	0.125926	40	1
VYXB01000517.1	1	443	5	83	18.7359	0.641084	40	36
VYXB01000518.1	1	141055	1427	46169	32.7312	0.687065	39.5	24.7
VYXB01000519.1	1	455	107	110	24.1758	13.0725	38.9	8.58
VYXB01000521.1	1	486	2	63	12.963	0.259259	40	4
VYXB01000522.1	1	728	4	33	4.53297	0.181319	39.9	8
VYXB01000523.1	1	24423	1082	6209	25.4228	1.99795	39.4	13.4
VYXB01000524.1	1	17331	419	4121	23.7782	1.73043	39.6	12.8
VYXB01000525.1	1	7843	61	1722	21.9559	0.514344	39.4	14.3
VYXB01000526.1	1	112264	1576	31536	28.0909	0.858468	39.3	13.8
VYXB01000527.1	1	936809	8938	266364	28.4331	0.638671	39.5	20.2
VYXB01000528.1	1	203450	2647	69963	34.3883	0.877326	39.5	21.7
VYXB01000529.1	1	2944	518	251	8.52582	11.3893	39.5	13.8
VYXB01000530.1	1	202795	2019	63067	31.0989	0.67548	39.5	23.1
VYXB01000531.1	1	137038	1105	35117	25.6257	0.547483	39.4	22.2
VYXB01000532.1	1	828763	9638	282849	34.1291	0.769505	39.5	24.2
VYXB01000533.1	1	433465	3790	112729	26.0065	0.565134	39.5	21.3
VYXB01000534.1	1	178448	1414	43829	24.5612	0.541967	39.4	20
VYXB01000535.1	1	818854	9785	267049	32.6125	0.747198	39.4	21.1
VYXB01000536.1	1	940692	9498	274777	29.2101	0.662063	39.5	20.4
VYXB01000537.1	1	632372	7063	188203	29.7614	0.703489	39.5	19.7
VYXB01000538.1	1	454688	4589	135426	29.7844	0.657471	39.5	21.9
VYXB01000539.1	1	5731	40	1294	22.579	0.463793	39.1	21.6
VYXB01000540.1	1	2341	1	67	2.86202	0.0286202	38.1	11
VYXB01000541.1	1	5584	10	357	6.39327	0.137357	39.8	17.9
VYXB01000542.1	1	2933	40	895	30.5148	0.825435	39.7	9.8
VYXB01000544.1	1	206685	2311	57935	28.0306	0.718335	39.4	16.9
VYXB01000547.1	1	492	1	53	10.7724	0.107724	39.7	1
VYXB01000548.1	1	36923	565	7758	21.0113	1.01584	39.3	6.37
VYXB01000549.1	1	14916	165	1466	9.82837	0.470501	39.1	4.26
VYXB01000550.1	1	123756	1094	33455	27.033	0.601579	39.6	21.4
VYXB01000552.1	1	35752	58	1475	4.12564	0.0801074	39.5	2.72
VYXB01000554.1	1	294615	2416	76071	25.8205	0.535024	39.6	21.5
VYXB01000556.1	1	328363	2822	91871	27.9785	0.587109	39.6	23.6
VYXB01000557.1	1	425809	5133	136996	32.1731	0.782971	39.5	19.4
VYXB01000558.1	1	239264	3313	68146	28.4815	0.783411	37.6	12.5
VYXB01000559.1	1	1238	8	157	12.6817	0.459612	39.1	1
VYXB01000560.1	1	40550	310	8238	20.3157	0.509297	39.5	13.6
VYXB01000561.1	1	2231	177	653	29.2694	4.75527	39	0.864
VYXB01000562.1	1	352298	2676	80515	22.8542	0.50606	39.5	18.2
VYXB01000563.1	1	38283	274	8192	21.3985	0.441031	39.5	14.3
VYXB01000564.1	1	17925	165	4667	26.0363	0.614895	39.3	20.5
VYXB01000565.1	1	2722	3	162	5.95151	0.0815577	38.4	14
VYXB01000566.1	1	7876	30	1059	13.4459	0.21775	39.7	13.7
VYXB01000567.1	1	107809	817	27505	25.5127	0.522609	39.6	20.2
VYXB01000568.1	1	3871	33	254	6.56161	0.350039	37.7	5.3
VYXB01000569.1	1	4672	237	619	13.2491	2.93429	39.7	5.89
VYXB01000570.1	1	25477	172	5599	21.9767	0.456765	39.6	20.6
VYXB01000571.1	1	28191	276	7532	26.7177	0.639601	39	19.5
VYXB01000572.1	1	2199	25	561	25.5116	0.740791	39.2	0.08
VYXB01000573.1	1	1913	9	200	10.4548	0.268688	39.8	23.1
VYXB01000574.1	1	161549	2027	34084	21.0982	0.70815	39.2	11.1
VYXB01000575.1	1	2587	5	177	6.8419	0.0927716	39.7	1
VYXB01000576.1	1	2947	18	500	16.9664	0.352562	39.6	13.9
VYXB01000577.1	1	1330	1	64	4.81203	0.0481203	28.5	3
VYXB01000578.1	1	63160	367	13112	20.76	0.38632	39.6	18.7
VYXB01000579.1	1	6602	27	740	11.2087	0.246289	39.7	17
VYXB01000580.1	1	5506	10	176	3.19651	0.0742826	39.6	0.5
VYXB01000582.1	1	1214253	14576	387564	31.9179	0.756418	39.2	20.8
VYXB01000583.1	1	26476	102	3565	13.465	0.249924	39.4	16.9
VYXB01000584.1	1	733	11	273	37.2442	0.624829	39.2	2.91
VYXB01000586.1	1	816	1	40	4.90196	0.0490196	40	0
VYXB01000589.1	1	863	16	220	25.4925	1.16918	39.9	2.25
VYXB01000590.1	1	110160	898	28666	26.0221	0.545125	39.5	20.7
VYXB01000591.1	1	818	147	426	52.0782	10.3399	38.8	6.82
VYXB01000592.1	1	129042	1442	27047	20.9598	0.632577	37.2	9.97
VYXB01000594.1	1	4610	10	377	8.17787	0.111497	39.8	1.6
VYXB01000595.1	1	2727	4	85	3.11698	0.0623396	40	3.5
VYXB01000596.1	1	2542	62	43	1.69158	0.897325	39.7	1.15
VYXB01000597.1	1	11772	72	2217	18.8328	0.36264	39.3	16.7
VYXB01000598.1	1	841	4	91	10.8205	0.349584	39.9	23.8
VYXB01000599.1	1	21821	49	1263	5.788	0.123276	39.5	9.33
VYXB01000600.1	1	5071	8	280	5.52159	0.0731611	39.7	10.8
VYXB01000602.1	1	2756	2	41	1.48766	0.0297533	40	3
VYXB01000603.1	1	7656	83	2465	32.197	0.747126	39.8	19.5
VYXB01000604.1	1	5717	37	721	12.6115	0.384118	39.3	10.5
VYXB01000605.1	1	5309	22	782	14.7297	0.297608	38.7	26
VYXB01000606.1	1	13956	183	4430	31.7426	0.879407	39.3	14.6
VYXB01000607.1	1	1274934	24625	426926	33.4861	1.48354	39.3	15.3
VYXB01000608.1	1	64175	684	13923	21.6954	0.682369	39.4	12.4
VYXB01000609.1	1	457155	3451	109759	24.0091	0.518327	39.5	20.7
VYXB01000610.1	1	907151	10363	305240	33.6482	0.767004	39.5	24.1
VYXB01000611.1	1	100859	1118	33261	32.9777	0.769649	39.5	23.5
VYXB01000612.1	1	485616	5575	143008	29.4488	0.731335	39.2	19.3
VYXB01000613.1	1	371090	3247	99746	26.8792	0.559261	39.4	20.8
VYXB01000614.1	1	141959	1432	39969	28.1553	0.663079	39.6	20.2
VYXB01000615.1	1	489491	5369	148699	30.3783	0.689377	39.3	19.2
VYXB01000616.1	1	1026838	10581	309615	30.1523	0.67081	39.5	22.5
VYXB01000618.1	1	62255	660	19144	30.7509	0.734399	39.3	16.9
VYXB01000619.1	1	31633	245	8491	26.8422	0.57184	39.5	20.9
VYXB01000620.1	1	2332	129	273	11.7067	2.75214	39.6	5.17
VYXB01000621.1	1	641307	7297	174657	27.2345	0.711102	38.8	16.3
VYXB01000622.1	1	23074	242	8245	35.7329	0.688394	39.4	24.7
VYXB01000623.1	1	169101	2137	46643	27.5829	0.756057	39.3	14.6
VYXB01000624.1	1	49652	356	12264	24.6999	0.485217	39.4	21.1
VYXB01000625.1	1	507572	4601	129663	25.5457	0.613137	39.5	19.6
VYXB01000626.1	1	211421	3468	67651	31.9982	1.00376	39.3	15.5
VYXB01000627.1	1	100733	734	25973	25.784	0.517348	39.6	22.5
VYXB01000628.1	1	406210	4059	122578	30.176	0.663317	39.5	24.3
VYXB01000629.1	1	145341	2270	26475	18.2158	0.851315	37.7	6.88
VYXB01000631.1	1	242269	2546	66573	27.479	0.659734	39.4	17.1
VYXB01000632.1	1	27281	192	6510	23.8628	0.481581	39.6	21.2
VYXB01000635.1	1	1902	3	45	2.36593	0.0672976	38.6	2.33
VYXB01000636.1	1	649	2	65	10.0154	0.200308	40	32
VYXB01000637.1	1	386	1	65	16.8394	0.168394	39.8	1
VYXB01000638.1	1	1135	3	81	7.13656	0.17533	39.4	0.333
VYXB01000639.1	1	3071	2	61	1.98632	0.0348421	39.4	1
VYXB01000640.1	1	1902	4	54	2.83912	0.0835962	39.7	2
VYXB01000641.1	1	379	60	196	51.715	11.0185	39.2	13.7
VYXB01000642.1	1	544	5	134	24.6324	0.443015	39.8	0
VYXB01000643.1	1	117800	1015	30454	25.8523	0.564457	39.5	15.9
VYXB01000644.1	1	2633	5	286	10.8621	0.12951	39.3	7.8
VYXB01000646.1	1	2691	24	423	15.7191	0.581197	39.4	9.33
VYXB01000647.1	1	1197	7	74	6.18212	0.172932	32.1	1.86
VYXB01000648.1	1	684	20	262	38.3041	1.22368	39.8	11
VYXB01000649.1	1	919	1	73	7.94342	0.0794342	40	47
VYXB01000650.1	1	1232906	14499	348038	28.2291	0.820033	39.4	18.4
VYXB01000651.1	1	1693082	16105	486701	28.7465	0.62627	39.5	21.5
VYXB01000653.1	1	1250533	14132	409835	32.7728	0.731686	39.3	22.5
VYXB01000654.1	1	294011	5679	86739	29.502	1.29303	38.4	11.7
VYXB01000655.1	1	115296	1256	27759	24.0763	0.716347	38.4	14.8
VYXB01000656.1	1	271744	9133	82028	30.1858	1.94245	38.7	7.74
VYXB01000657.1	1	156373	1877	51040	32.6399	0.769551	39.4	18.9
VYXB01000658.1	1	149914	1069	35748	23.8457	0.486279	39.5	19
VYXB01000659.1	1	34785	298	8720	25.0683	0.540808	39.2	20.7
VYXB01000660.1	1	17384	45	1038	5.97101	0.152209	39.4	8.13
VYXB01000661.1	1	3005	457	1358	45.1913	9.16473	39.7	12.3
VYXB01000662.1	1	1272253	14952	429613	33.7679	0.786701	39.5	24
VYXB01000663.1	1	749	4	63	8.41121	0.29506	38.3	16.5
VYXB01000664.1	1	1360801	16537	445541	32.7411	0.766643	39.4	21.9
VYXB01000665.1	1	119560	1042	27351	22.8764	0.536701	39.5	14.6
VYXB01000666.1	1	117118	866	27493	23.4746	0.503202	39.6	23.4
VYXB01000667.1	1	842	4	154	18.2898	0.25772	40	3
VYXB01000668.1	1	82905	859	22623	27.2879	0.70108	39.6	18.5
VYXB01000669.1	1	213624	3664	69398	32.4861	0.999766	37.9	15.9
VYXB01000670.1	1	129202	1066	30825	23.858	0.563327	39.6	18.8
VYXB01000671.1	1	591532	7808	201457	34.0568	0.87271	39.4	20.6
VYXB01000673.1	1	503700	5275	162188	32.1993	0.711487	39.5	21.9
VYXB01000674.1	1	25187	113	1935	7.68253	0.281534	39.5	6.12
VYXB01000675.1	1	619271	5897	175981	28.4174	0.625621	39.5	20.3
VYXB01000677.1	1	97213	809	24657	25.3639	0.563433	39.4	18.3
VYXB01000678.1	1	180418	1962	41711	23.1191	0.655428	39.3	13.6
VYXB01000679.1	1	1149062	11004	332898	28.9713	0.627738	39.5	22.2
VYXB01000680.1	1	246086	2542	66606	27.0661	0.679417	38.8	18.7
VYXB01000681.1	1	3028	1485	710	23.4478	32.2645	39.5	16
VYXB01000682.1	1	639194	15517	164754	25.7753	1.88128	38.7	8.82
VYXB01000683.1	1	9186	43	915	9.96081	0.24287	39.3	13.3
VYXB01000684.1	1	4986	9	264	5.29483	0.136984	39.2	12.4
VYXB01000685.1	1	553234	5667	166269	30.054	0.698392	39.5	22.1
VYXB01000686.1	1	8977	53	808	9.00078	0.367049	39.6	5.53
VYXB01000687.1	1	29475	256	5550	18.8295	0.536047	39.4	13.6
VYXB01000688.1	1	751	1	54	7.19041	0.0719041	40	4
VYXB01000689.1	1	394	5	138	35.0254	0.751269	38.7	20
VYXB01000690.1	1	829	4	87	10.4946	0.177322	40	3.75
VYXB01000691.1	1	13711	281	1354	9.87528	1.15564	39.6	9.62
VYXB01000692.1	1	802	3	163	20.3242	0.203242	38.8	2.33
VYXB01000693.1	1	8616	8	327	3.79526	0.0539694	39.8	5.62
VYXB01000694.1	1	6500	8	310	4.76923	0.0790769	39	25.5
VYXB01000695.1	1	6198	10	345	5.56631	0.0780897	37.6	6.3
VYXB01000696.1	1	1988	2	86	4.32596	0.0865191	40	9
VYXB01000698.1	1	1363	3	50	3.66838	0.110051	40	1
VYXB01000699.1	1	1489	78	578	38.818	3.59906	39.6	8.59
VYXB01000700.1	1	745	263	149	20	21.5262	37.1	8.04
VYXB01000701.1	1	10116	40	1306	12.9102	0.278173	39.3	13.2
VYXB01000702.1	1	4895	21	429	8.76404	0.200817	38.1	6
VYXB01000704.1	1	75892	715	22148	29.1836	0.606111	39.5	18.1
VYXB01000705.1	1	696	6	191	27.4425	0.626437	39.9	0
VYXB01000706.1	1	1131	1	51	4.50928	0.0450928	40	0
VYXB01000707.1	1	35037	296	9796	27.959	0.562377	39.3	20
VYXB01000708.1	1	4532	46	751	16.5711	0.567741	39.5	4.61
VYXB01000709.1	1	13260	114	1780	13.4238	0.456184	38.7	11.3
VYXB01000710.1	1	657	8	238	36.2253	0.87519	39.3	3.62
VYXB01000711.1	1	477	4	114	23.8994	0.955975	39.7	0
VYXB01000712.1	1	1068	2	53	4.96255	0.0992509	39.4	14
VYXB01000713.1	1	11848	56	1781	15.0321	0.312542	39.3	18.9
VYXB01000714.1	1	5286	538	2420	45.7813	6.59818	39.5	16.9
VYXB01000715.1	1	186912	1634	53255	28.492	0.583975	39.5	21.5
VYXB01000716.1	1	130461	880	26703	20.4682	0.453998	39.5	17.5
VYXB01000717.1	1	257851	2161	66508	25.7932	0.556953	39.5	19.1
VYXB01000718.1	1	91547	887	22126	24.169	0.582914	39.5	14.8
VYXB01000719.1	1	172051	2769	50732	29.4866	1.00639	39	14.6
VYXB01000720.1	1	410430	4074	126769	30.8869	0.686032	39.6	22.5
VYXB01000721.1	1	291562	2572	76004	26.0679	0.599739	39.5	18.9
VYXB01000722.1	1	61882	573	12701	20.5245	0.529976	39.6	13
VYXB01000723.1	1	6475	40	952	14.7027	0.479228	38.1	10.2
VYXB01000724.1	1	602180	10800	190072	31.564	1.23231	38.6	14.7
VYXB01000725.1	1	229627	2407	71057	30.9445	0.693063	39.5	22.2
VYXB01000726.1	1	169757	1148	36983	21.7858	0.459763	39.5	18.9
VYXB01000727.1	1	222942	2623	77279	34.6633	0.784469	39.5	25.9
VYXB01000728.1	1	481209	4785	148431	30.8454	0.653782	39.4	23.1
VYXB01000729.1	1	96496	834	25695	26.628	0.574884	39.4	19.6
VYXB01000730.1	1	4828	6	181	3.74896	0.0573737	38.1	1.17
VYXB01000731.1	1	93801	721	20283	21.6234	0.484835	39.5	16.9
VYXB01000732.1	1	1058194	13532	346837	32.7763	0.874841	39.5	19.7
VYXB01000733.1	1	1481448	18630	388456	26.2214	0.965659	39.1	14.5
VYXB01000734.1	1	169053	2129	48756	28.8407	0.742312	39.5	17.3
VYXB01000735.1	1	886	1	51	5.75621	0.0575621	40	0
VYXB01000736.1	1	162663	1505	40529	24.9159	0.60013	39.5	18.8
VYXB01000737.1	1	57850	545	14082	24.3423	0.600449	39.6	15.2
VYXB01000738.1	1	960	29	329	34.2708	1.62083	39.9	9.79
VYXB01000739.1	1	525314	5579	169736	32.3113	0.703539	39.5	21.8
VYXB01000740.1	1	857	2	61	7.11785	0.142357	39.9	31
VYXB01000741.1	1	410236	4431	117348	28.605	0.697421	39.5	19.1
VYXB01000742.1	1	30579	252	7351	24.0394	0.566533	39.7	16.4
VYXB01000743.1	1	457851	8368	113619	24.8157	1.54976	39.1	8.7
VYXB01000746.1	1	7430	52	672	9.04441	0.319381	39.3	2.75
VYXB01000747.1	1	286370	4584	73127	25.5358	0.866714	39	13
VYXB01000748.1	1	789	4	126	15.9696	0.299113	37.5	1
VYXB01000749.1	1	737	6	132	17.9104	0.331072	39.8	2.67
VYXB01000750.1	1	999	10	160	16.016	0.766767	39.9	16.9
VYXB01000752.1	1	93620	933	28856	30.8225	0.634864	39.4	22.8
VYXB01000753.1	1	2646	1	58	2.19199	0.0219199	40	1
VYXB01000754.1	1	31551	385	5791	18.3544	0.791639	39.5	13.2
VYXB01000755.1	1	940	4	68	7.23404	0.270213	39.4	35.8
VYXB01000757.1	1	426	1	55	12.9108	0.129108	40	1
VYXB01000759.1	1	1170	11	320	27.3504	0.460684	39.7	0.455
VYXB01000760.1	1	7312	45	681	9.31346	0.373906	39.2	2.47
VYXB01000761.1	1	36292	266	8549	23.5562	0.549763	39.6	24.3
VYXB01000762.1	1	792	1	40	5.05051	0.0505051	40	3
VYXB01000763.1	1	55800	407	12243	21.9409	0.508333	39.6	19.8
VYXB01000764.1	1	9709	73	962	9.90833	0.349985	39.4	9.36
VYXB01000765.1	1	2724	2	28	1.0279	0.020558	40	1
VYXB01000767.1	1	8350	198	618	7.4012	1.30731	39.7	9.46
VYXB01000769.1	1	101108	765	22514	22.2673	0.503017	39.2	16.8
VYXB01000770.1	1	469	10	107	22.8145	1.16631	38.8	9.9
VYXB01000771.1	1	2401	8	221	9.2045	0.243232	39	5.25
VYXB01000772.1	1	100982	783	24379	24.1419	0.511061	39.3	19.2
VYXB01000773.1	1	10182	87	2369	23.2665	0.604302	39.7	17.1
VYXB01000774.1	1	519	9	239	46.0501	1.17726	39.7	16.3
VYXB01000776.1	1	3136	5	201	6.40944	0.0762117	39.7	5
VYXB01000777.1	1	1021	9	131	12.8306	0.356513	39.7	0.222
VYXB01000778.1	1	5657	53	1152	20.3642	0.53014	38.7	12
VYXB01000779.1	1	6319	223	738	11.6791	2.15066	39.6	3.53
VYXB01000780.1	1	2126	10	155	7.29069	0.259172	39.6	3.4
VYXB01000781.1	1	1404	4	89	6.33903	0.108974	39.9	0
VYXB01000782.1	1	4863	38	621	12.7699	0.418672	39.7	11.4
VYXB01000783.1	1	1162	42	276	23.7522	1.57831	38.9	3.93
VYXB01000784.1	1	16783	98	2679	15.9626	0.39826	39.6	16
VYXB01000786.1	1	844	1	56	6.63507	0.0663507	40	40
VYXB01000787.1	1	861	2	33	3.83275	0.0766551	39	1
VYXB01000790.1	1	2451	28	422	17.2175	0.920849	39.4	21.4
VYXB01000791.1	1	730	7	132	18.0822	0.489041	40	1.29
VYXB01000792.1	1	2388003	25213	738971	30.9451	0.696052	39.5	21.8
VYXB01000794.1	1	340691	3141	98020	28.7709	0.617753	39.4	21.3
VYXB01000795.1	1	784	1	51	6.5051	0.065051	40	1
VYXB01000796.1	1	1512	2	25	1.65344	0.0330688	39.7	0
VYXB01000797.1	1	7089	12	311	4.38708	0.159261	39.6	32.7
VYXB01000798.1	1	703	6	253	35.9886	0.527738	39.6	0
VYXB01000800.1	1	3929	6	255	6.4902	0.079664	39.8	5.33
VYXB01000801.1	1	827	9	178	21.5236	0.727932	40	28.3
VYXB01000802.1	1	2517	2	121	4.80731	0.0480731	36.5	9
VYXB01000803.1	1	2596	3	33	1.27119	0.0381356	40	5
VYXB01000804.1	1	548	1	36	6.56934	0.0656934	38.7	1
VYXB01000805.1	1	169291	1767	44205	26.1118	0.664554	39.5	18.9
VYXB01000807.1	1	820	3	188	22.9268	0.265854	39.9	31.7
VYXB01000808.1	1	2602	6	122	4.6887	0.0941583	39.9	10.5
VYXB01000809.1	1	791	9	122	15.4235	0.54488	39.4	0.889
VYXB01000810.1	1	552	3	167	30.2536	0.452899	39.7	0
VYXB01000811.1	1	2736	2	97	3.54532	0.0354532	37.9	3.5
VYXB01000812.1	1	1955	1	50	2.55754	0.0255754	40	8
VYXB01000813.1	1	808	5	233	28.8366	0.347772	39.2	0
VYXB01000814.1	1	499	6	180	36.0721	0.581162	39.3	9
VYXB01000815.1	1	820	2	89	10.8537	0.108537	39.8	2
VYXB01000817.1	1	486	2	40	8.23045	0.162551	39.2	7
VYXB01000818.1	1	9269	186	1807	19.4951	1.45248	39.6	12.3
VYXB01000819.1	1	6358	152	774	12.1736	1.53193	39.1	7.88
VYXB01000820.1	1	496	6	90	18.1452	0.741935	37.4	0
VYXB01000821.1	1	35766	402	11418	31.9242	0.722809	39.3	19.5
VYXB01000822.1	1	654	13	126	19.2661	1.03211	39.9	1.92
VYXB01000823.1	1	22049	145	3095	14.0369	0.369858	39.2	12.2
VYXB01000824.1	1	1944	1	30	1.54321	0.0154321	40	0
VYXB01000825.1	1	823	22	243	29.5261	1.8068	38.9	12
VYXB01000829.1	1	1261	4	130	10.3093	0.206186	39.8	15.5
VYXB01000831.1	1	2366	50	468	19.7802	1.37447	39.3	7.88
VYXB01000832.1	1	2108	8	251	11.907	0.223435	39.6	9.5
VYXB01000834.1	1	461	1	60	13.0152	0.130152	39.7	0
VYXB01000837.1	1	829	9	148	17.8528	0.704463	38.3	4.44
VYXB01000839.1	1	707	5	175	24.7525	0.384724	40	4.2
VYXB01000840.1	1	2888	12	246	8.51801	0.192867	39.9	14
VYXB01000842.1	1	724	1	52	7.18232	0.0718232	38.8	11
VYXB01000843.1	1	2483	6	232	9.34354	0.186468	39.3	12.7
VYXB01000844.1	1	509	5	32	6.28684	0.314342	39.8	5
VYXB01000845.1	1	3953	23	477	12.0668	0.356691	39.9	21.1
VYXB01000846.1	1	613	4	110	17.9445	0.384992	39.8	21
VYXB01000847.1	1	5765	87	402	6.97311	0.644059	39.6	2.59
VYXB01000849.1	1	5485	20	722	13.1632	0.269098	39.1	14.5
VYXB01000850.1	1	4358	45	1450	33.2721	0.681046	39.4	18
VYXB01000851.1	1	5043	6	177	3.50982	0.0537379	39.9	0.333
VYXB01000852.1	1	29842	882	7720	25.8696	3.09765	38.4	5.41
VYXB01000853.1	1	36760	399	10199	27.7448	0.734086	39.6	17.2
VYXB01000854.1	1	439	3	131	29.8405	0.501139	39.9	2.67
VYXB01000855.1	1	13717	36	1312	9.56477	0.17708	39.3	19.7
VYXB01000856.1	1	414744	3898	123132	29.6887	0.621215	39.5	23.2
VYXB01000857.1	1	557124	7291	194807	34.9665	0.838436	39.4	21.4
VYXB01000858.1	1	41552	231	7420	17.8571	0.364315	39.6	19.6
VYXB01000859.1	1	366020	3494	103226	28.2023	0.620037	39.5	19.4
VYXB01000860.1	1	308176	4105	90932	29.5065	0.871194	39.5	14.9
VYXB01000861.1	1	553879	8926	140728	25.4077	0.997021	37.1	11.8
VYXB01000862.1	1	353874	3384	103058	29.1228	0.639544	39.5	21.4
VYXB01000863.1	1	316805	3245	85078	26.855	0.627635	39.4	18.7
VYXB01000864.1	1	540700	4844	144902	26.799	0.6054	39.4	20.1
VYXB01000865.1	1	7112	25	1061	14.9184	0.220472	39.7	17.6
VYXB01000866.1	1	105880	1033	30087	28.4161	0.62602	39.6	20.7
VYXB01000867.1	1	353051	3983	109925	31.1357	0.705867	39.3	20.5
VYXB01000868.1	1	454531	7865	112579	24.7682	1.44372	38.8	9.64
VYXB01000869.1	1	783	4	84	10.728	0.181354	40	0.25
VYXB01000870.1	1	462	8	104	22.5108	0.839827	39.8	8.25
VYXB01000871.1	1	146349	1529	47604	32.5277	0.699971	39.6	21.5
VYXB01000872.1	1	92713	866	25251	27.2357	0.608911	39.4	21.4
VYXB01000873.1	1	149576	1372	42838	28.6396	0.613735	39.5	24
VYXB01000874.1	1	285962	2366	72236	25.2607	0.541096	39.5	19.6
VYXB01000875.1	1	416	22	75	18.0288	3.44471	39.2	1.64
VYXB01000876.1	1	403043	3521	112838	27.9965	0.595391	39.5	20.8
VYXB01000877.1	1	1346515	15760	418717	31.0963	0.751833	39.3	20.5
VYXB01000878.1	1	32223	447	8267	25.6556	0.853179	39.4	13.2
VYXB01000879.1	1	111150	1748	42275	38.0342	0.970148	39.3	21.7
VYXB01000880.1	1	12472	12	312	2.5016	0.0579699	39.5	7.42
VYXB01000881.1	1	330499	2747	86511	26.1759	0.549793	39.5	22.2
VYXB01000883.1	1	141403	1490	43342	30.6514	0.704023	39.4	20.4
VYXB01000884.1	1	130989	1224	35066	26.7702	0.62051	39.6	21.1
VYXB01000886.1	1	86250	790	26452	30.669	0.606852	39.4	24
VYXB01000887.1	1	139346	1501	46198	33.1534	0.731144	39.5	25.8
VYXB01000889.1	1	50154	525	15316	30.5379	0.678211	39.4	24
VYXB01000890.1	1	6361	74	1348	21.1916	0.829272	39.5	18.8
VYXB01000891.1	1	80977	689	21543	26.6039	0.582276	39.7	23.3
VYXB01000892.1	1	778	23	376	48.329	1.8856	39.4	10.9
VYXB01000893.1	1	36616	255	7818	21.3513	0.509613	39.6	20.8
VYXB01000895.1	1	1043	6	245	23.4899	0.35187	39.5	2.17
VYXB01000896.1	1	452	77	319	70.5752	10.7257	39.7	21.5
VYXB01000897.1	1	9557	7	253	2.64727	0.0454117	39.9	4.29
VYXB01000898.1	1	9717	28	949	9.76639	0.178347	39.5	19.9
VYXB01000900.1	1	470	1	60	12.766	0.12766	40	0
VYXB01000901.1	1	764	5	97	12.6963	0.441099	38.9	9.2
